time,frequency,confidence
12.240,396.220,0.838884
12.260,397.191,0.744336
12.280,331.856,0.571226
12.300,351.159,0.498375
12.320,351.576,0.853295
12.340,352.906,0.873714
12.360,350.481,0.917160
12.380,348.883,0.877405
12.400,348.555,0.882397
12.420,351.072,0.835148
12.440,350.177,0.792550
12.460,349.303,0.757310
12.480,350.118,0.819183
12.500,350.514,0.807374
12.520,350.149,0.838999
12.540,349.700,0.827715
12.560,352.305,0.718717
12.580,349.753,0.758449
12.600,332.014,0.645304
12.620,331.143,0.755023
12.640,334.403,0.901275
12.660,331.456,0.879857
12.680,330.166,0.885005
12.700,330.025,0.908136
12.720,332.870,0.823270
12.740,335.543,0.894787
12.760,333.872,0.720191
12.780,335.845,0.685579
12.800,335.643,0.737565
12.820,334.759,0.639363
12.840,336.444,0.662960
12.860,335.252,0.723955
12.880,335.959,0.565381
12.900,335.423,0.793980
12.920,333.010,0.796341
12.940,333.233,0.669463
12.960,334.193,0.849973
12.980,331.351,0.823664
13.000,332.722,0.846116
13.020,331.103,0.815240
13.040,331.962,0.777757
13.060,330.453,0.873681
13.080,330.332,0.843368
13.100,332.298,0.878334
13.120,330.607,0.858366
13.140,330.776,0.884509
13.160,331.270,0.916448
13.180,330.905,0.827865
13.200,331.509,0.830139
13.220,330.690,0.825251
13.240,331.333,0.826433
13.260,331.026,0.841464
13.280,330.828,0.740368
13.300,332.375,0.709554
13.320,329.903,0.769867
13.340,330.184,0.668793
13.360,331.543,0.599613
13.380,332.344,0.526484
13.400,293.242,0.548113
13.420,333.273,0.621983
13.440,295.784,0.540849
13.460,293.664,0.605205
13.480,295.401,0.416057
13.500,324.155,0.479120
13.520,332.793,0.606618
13.540,330.054,0.840908
13.560,332.197,0.920410
13.580,330.686,0.930989
13.600,329.477,0.924783
13.620,328.998,0.884306
13.640,330.995,0.917832
13.660,330.097,0.936914
13.680,330.705,0.905825
13.700,330.484,0.891225
13.720,331.254,0.808648
13.740,330.251,0.822467
13.760,331.305,0.861815
13.780,330.933,0.825717
13.800,323.224,0.549569
13.820,293.983,0.771269
13.840,294.428,0.945418
13.860,294.678,0.949664
13.880,294.630,0.945619
13.900,294.137,0.928897
13.920,294.519,0.951000
13.940,294.516,0.969016
13.960,294.187,0.957794
13.980,294.421,0.961909
14.000,295.232,0.956457
14.020,294.272,0.953987
14.040,293.914,0.939909
14.060,294.263,0.943324
14.080,294.154,0.942747
14.100,293.979,0.936538
14.120,251.517,0.341895
14.140,248.676,0.834044
14.160,247.980,0.903820
14.180,247.227,0.903623
14.200,247.432,0.897916
14.220,246.583,0.877623
14.240,246.799,0.883072
14.260,246.759,0.870733
14.280,246.752,0.894501
14.300,246.347,0.882192
14.320,246.817,0.913026
14.340,246.927,0.911575
14.360,247.165,0.899406
14.380,246.853,0.899068
14.400,247.252,0.651253
14.420,292.170,0.700961
14.440,293.852,0.913291
14.460,294.030,0.912542
14.480,294.685,0.900991
14.500,294.298,0.904412
14.520,294.762,0.893719
14.540,294.899,0.924206
14.560,294.613,0.930090
14.580,294.646,0.923165
14.600,295.360,0.900316
14.620,294.792,0.865561
14.640,293.828,0.790071
14.660,293.656,0.796128
14.680,293.455,0.830685
14.700,294.132,0.881630
14.720,258.321,0.342335
14.740,261.290,0.807784
14.760,264.652,0.815231
14.780,263.329,0.889576
14.800,259.920,0.909418
14.820,262.761,0.835935
14.840,264.276,0.809635
14.860,259.887,0.894548
14.880,261.425,0.877145
14.900,264.204,0.828489
14.920,262.016,0.909835
14.940,262.209,0.936725
14.960,263.514,0.878104
14.980,262.016,0.902490
15.000,259.926,0.912025
15.020,259.507,0.737639
15.040,220.718,0.686084
15.060,221.031,0.751001
15.080,221.759,0.737379
15.100,220.778,0.819417
15.120,220.356,0.874870
15.140,220.745,0.778114
15.160,220.640,0.875682
15.180,220.952,0.838453
15.200,220.649,0.848532
15.220,221.307,0.836519
15.240,220.704,0.889330
15.260,220.767,0.913131
15.280,220.363,0.908754
15.300,220.662,0.924849
15.320,220.490,0.912805
15.340,220.743,0.899846
15.360,220.584,0.913220
15.380,220.378,0.929639
15.400,220.511,0.919264
15.420,220.487,0.910089
15.440,220.325,0.921236
15.460,220.258,0.913217
15.480,220.676,0.902414
15.500,220.269,0.930353
15.520,220.418,0.943298
15.540,219.994,0.911402
15.560,220.563,0.909510
15.580,219.836,0.910730
15.600,220.510,0.908596
15.620,220.398,0.886771
15.640,220.176,0.914737
15.660,220.634,0.914750
15.680,220.099,0.879608
15.700,220.553,0.895639
15.720,220.265,0.919395
15.740,220.341,0.913977
15.760,220.490,0.907686
15.780,220.133,0.888931
15.800,219.843,0.907075
15.820,220.511,0.883853
15.840,220.372,0.893223
15.860,220.192,0.918210
15.880,220.685,0.904408
15.900,220.035,0.904630
15.920,220.528,0.905902
15.940,286.370,0.270688
15.960,293.988,0.721402
15.980,293.456,0.861127
16.000,294.233,0.883685
16.020,295.146,0.861579
16.040,294.046,0.872503
16.060,293.795,0.863538
16.080,294.960,0.890399
16.100,294.295,0.896794
16.120,294.771,0.870843
16.140,294.513,0.859922
16.160,294.188,0.832340
16.180,293.288,0.804733
16.200,293.497,0.786620
16.220,292.773,0.796088
16.240,289.853,0.327853
16.260,264.892,0.732648
16.280,261.269,0.873417
16.300,262.568,0.872988
16.320,263.449,0.869916
16.340,262.226,0.827988
16.360,263.090,0.794150
16.380,263.673,0.825899
16.400,262.635,0.865925
16.420,262.983,0.889464
16.440,263.819,0.823243
16.460,263.312,0.806505
16.480,263.370,0.865570
16.500,262.338,0.837008
16.520,263.086,0.801919
16.540,264.133,0.768764
16.560,298.105,0.669703
16.580,295.107,0.740361
16.600,292.572,0.724537
16.620,294.818,0.804529
16.640,293.603,0.697226
16.660,291.474,0.653894
16.680,294.464,0.788457
16.700,293.575,0.765992
16.720,292.959,0.759116
16.740,293.937,0.684997
16.760,293.812,0.652076
16.780,292.726,0.576180
16.800,292.371,0.629938
16.820,292.329,0.623123
16.840,294.339,0.778946
16.860,291.006,0.536937
16.880,293.480,0.741568
16.900,295.771,0.467726
16.920,293.773,0.728005
16.940,294.045,0.773199
16.960,293.579,0.683118
16.980,293.458,0.764580
17.000,293.724,0.701634
17.020,294.301,0.660100
17.040,293.464,0.763864
17.060,294.063,0.748855
17.080,295.382,0.550671
17.100,293.741,0.627658
17.120,294.004,0.613822
17.140,294.281,0.651178
17.160,263.260,0.588444
17.180,363.809,0.246706
17.200,351.627,0.435396
17.220,351.150,0.741701
17.240,352.342,0.801673
17.260,350.308,0.717539
17.280,347.054,0.646702
17.300,347.898,0.411783
17.320,296.513,0.472640
17.340,296.735,0.415589
17.360,295.437,0.447888
17.380,347.146,0.353740
17.400,347.791,0.470915
17.420,293.060,0.344652
17.440,348.490,0.417208
17.460,350.719,0.449399
17.480,351.406,0.559876
17.500,331.077,0.738280
17.520,333.383,0.734460
17.540,333.520,0.867708
17.560,331.821,0.808359
17.580,329.639,0.785480
17.600,329.571,0.782492
17.620,334.085,0.857169
17.640,333.926,0.799083
17.660,334.985,0.642442
17.680,336.510,0.706805
17.700,333.924,0.661512
17.720,335.656,0.536685
17.740,339.549,0.574741
17.760,335.955,0.633054
17.780,334.919,0.536307
17.800,335.834,0.651586
17.820,333.561,0.610659
17.840,335.437,0.600102
17.860,335.525,0.686136
17.880,335.570,0.537712
17.900,335.574,0.665362
17.920,333.474,0.593441
17.940,333.360,0.625819
17.960,332.191,0.749827
17.980,330.502,0.678170
18.000,331.666,0.774632
18.020,329.189,0.681656
18.040,332.758,0.711015
18.060,331.411,0.630623
18.080,331.660,0.647467
18.100,331.154,0.433665
18.120,329.593,0.562899
18.140,332.565,0.449860
18.160,219.656,0.351941
18.180,331.960,0.495261
18.200,220.535,0.665239
18.220,221.022,0.455564
18.240,221.459,0.623938
18.260,220.310,0.721778
18.280,220.207,0.443231
18.300,220.740,0.583575
18.320,221.293,0.605042
18.340,221.670,0.538366
18.360,221.155,0.529859
18.380,220.973,0.360894
18.400,223.102,0.374617
18.420,333.038,0.237201
18.440,330.939,0.781144
18.460,330.792,0.897458
18.480,331.698,0.928996
18.500,330.241,0.925099
18.520,328.937,0.888717
18.540,331.068,0.907599
18.560,330.663,0.926348
18.580,330.045,0.910101
18.600,330.644,0.879028
18.620,330.993,0.846338
18.640,330.463,0.820330
18.660,331.226,0.814307
18.680,328.769,0.709767
18.700,330.312,0.737278
18.720,330.012,0.514392
18.740,302.449,0.558674
18.760,294.799,0.851518
18.780,294.055,0.945252
18.800,294.526,0.950759
18.820,294.424,0.938314
18.840,293.787,0.930265
18.860,294.193,0.960633
18.880,294.693,0.970470
18.900,294.202,0.957260
18.920,294.928,0.956003
18.940,295.440,0.951266
18.960,293.964,0.925332
18.980,293.544,0.904583
19.000,293.710,0.918242
19.020,294.213,0.922138
19.040,295.260,0.897950
19.060,266.137,0.639392
19.080,263.918,0.875865
19.100,261.953,0.918646
19.120,262.851,0.897077
19.140,262.919,0.919113
19.160,263.058,0.899957
19.180,263.099,0.916331
19.200,262.478,0.939643
19.220,262.358,0.921185
19.240,263.107,0.930993
19.260,262.577,0.951626
19.280,262.642,0.939756
19.300,262.656,0.949049
19.320,261.671,0.925257
19.340,262.283,0.899466
19.360,290.840,0.394884
19.380,296.025,0.830988
19.400,293.792,0.801620
19.420,293.908,0.792924
19.440,294.225,0.801036
19.460,293.062,0.676788
19.480,293.862,0.784846
19.500,294.132,0.768260
19.520,293.511,0.807288
19.540,294.579,0.730850
19.560,293.828,0.667457
19.580,291.401,0.626154
19.600,293.543,0.758540
19.620,292.982,0.715611
19.640,293.070,0.774288
19.660,296.003,0.846864
19.680,295.758,0.763929
19.700,293.449,0.558973
19.720,294.462,0.666236
19.740,296.133,0.678413
19.760,295.431,0.707056
19.780,295.170,0.812753
19.800,294.931,0.711748
19.820,295.079,0.742612
19.840,294.549,0.564078
19.860,292.725,0.637905
19.880,296.366,0.723488
19.900,296.974,0.644603
19.920,292.725,0.622174
19.940,296.256,0.672202
19.960,293.420,0.495009
19.980,263.828,0.481536
20.000,440.824,0.915876
20.020,441.192,0.915932
20.040,440.690,0.943030
20.060,440.841,0.930289
20.080,439.723,0.863186
20.100,439.689,0.872573
20.120,440.332,0.703701
20.140,293.257,0.345768
20.160,439.547,0.511098
20.180,293.592,0.486454
20.200,295.444,0.517326
20.220,295.682,0.447481
20.240,293.687,0.503608
20.260,295.903,0.406860
20.280,296.667,0.430567
20.300,293.360,0.565298
20.320,296.049,0.568092
20.340,294.571,0.584095
20.360,293.319,0.577369
20.380,294.602,0.470818
20.400,293.559,0.419403
20.420,293.622,0.471293
20.440,262.716,0.324714
20.460,264.256,0.591941
20.480,264.340,0.556764
20.500,263.101,0.477368
20.520,264.315,0.645618
20.540,264.199,0.605224
20.560,264.552,0.484951
20.580,264.568,0.569127
20.600,262.664,0.649390
20.620,263.891,0.609963
20.640,263.361,0.594234
20.660,262.934,0.501429
20.680,263.835,0.685903
20.700,263.884,0.717240
20.720,262.334,0.623770
20.740,263.690,0.755354
20.760,262.736,0.775456
20.780,263.896,0.793477
20.800,263.049,0.804034
20.820,262.465,0.785485
20.840,262.728,0.815119
20.860,263.257,0.856430
20.880,262.803,0.844226
20.900,262.941,0.866653
20.920,262.906,0.887270
20.940,262.052,0.902776
20.960,263.118,0.877607
20.980,263.181,0.896038
21.000,262.643,0.885121
21.020,262.708,0.880224
21.040,262.760,0.903212
21.060,262.016,0.849637
21.080,262.995,0.866061
21.100,262.492,0.863322
21.120,262.096,0.802253
21.140,263.126,0.863085
21.160,262.173,0.864286
21.180,261.856,0.757206
21.200,262.507,0.876087
21.220,262.555,0.827980
21.240,262.161,0.865337
21.260,262.067,0.707612
21.280,246.810,0.452119
21.300,591.413,0.149285
