time,frequency,confidence
8.180,331.537,0.898563
8.200,331.286,0.940333
8.220,330.486,0.961919
8.240,330.453,0.957381
8.260,329.543,0.921575
8.280,329.129,0.922424
8.300,329.673,0.953675
8.320,329.853,0.953148
8.340,329.404,0.941192
8.360,329.434,0.949785
8.380,330.093,0.965921
8.400,330.295,0.965198
8.420,330.222,0.960339
8.440,330.119,0.954817
8.460,330.130,0.962856
8.480,330.149,0.965448
8.500,329.356,0.940919
8.520,328.844,0.929955
8.540,329.161,0.942036
8.560,329.744,0.965909
8.580,329.862,0.968499
8.600,330.058,0.971900
8.620,329.812,0.965011
8.640,329.444,0.957548
8.660,329.916,0.970315
8.680,329.978,0.967349
8.700,329.705,0.957756
8.720,329.628,0.957113
8.740,329.516,0.960572
8.760,329.716,0.965060
8.780,330.061,0.966773
8.800,329.857,0.963914
8.820,327.302,0.870307
8.840,296.164,0.707103
8.860,295.664,0.934360
8.880,294.844,0.970778
8.900,294.993,0.970283
8.920,295.673,0.968617
8.940,294.309,0.974346
8.960,293.409,0.956773
8.980,293.954,0.968468
9.000,294.053,0.973228
9.020,293.981,0.970929
9.040,294.013,0.971154
9.060,294.160,0.973672
9.080,294.236,0.974611
9.100,294.191,0.969766
9.120,293.332,0.953432
9.140,293.376,0.954654
9.160,293.757,0.969102
9.180,294.220,0.977209
9.200,293.849,0.973986
9.220,293.403,0.965203
9.240,293.546,0.967526
9.260,293.821,0.971770
9.280,294.026,0.973040
9.300,294.163,0.973562
9.320,293.978,0.974414
9.340,294.089,0.976135
9.360,294.047,0.973277
9.380,294.062,0.974590
9.400,294.016,0.974830
9.420,293.903,0.971753
9.440,294.009,0.973515
9.460,294.525,0.976447
9.480,294.880,0.973936
9.500,294.966,0.864384
9.520,295.206,0.946272
9.540,294.948,0.966612
9.560,294.729,0.971044
9.580,295.418,0.969408
9.600,294.660,0.973797
9.620,293.351,0.956338
9.640,293.857,0.967083
9.660,294.149,0.974011
9.680,294.137,0.972627
9.700,293.900,0.971549
9.720,294.044,0.972818
9.740,294.034,0.972569
9.760,294.191,0.973011
9.780,293.377,0.956747
9.800,293.593,0.964059
9.820,293.794,0.970571
9.840,294.230,0.975846
9.860,294.165,0.978024
9.880,293.570,0.969324
9.900,293.452,0.966450
9.920,293.828,0.973085
9.940,293.909,0.972953
9.960,294.250,0.975623
9.980,294.038,0.974790
10.000,293.884,0.973269
10.020,294.062,0.975552
10.040,294.143,0.975149
10.060,293.808,0.972318
10.080,293.808,0.972488
10.100,293.960,0.974281
10.120,294.317,0.976149
10.140,294.602,0.976140
10.160,290.816,0.577944
10.180,263.304,0.704807
10.200,261.937,0.898713
10.220,261.311,0.867583
10.240,262.551,0.926182
10.260,262.696,0.931150
10.280,262.220,0.946254
10.300,261.321,0.934284
10.320,262.088,0.939102
10.340,262.294,0.949454
10.360,261.454,0.934009
10.380,262.476,0.941175
10.400,262.599,0.953305
10.420,261.088,0.914290
10.440,261.767,0.933563
10.460,262.102,0.950434
10.480,261.045,0.926877
10.500,261.342,0.935730
10.520,261.523,0.948784
10.540,261.733,0.950141
10.560,262.050,0.959302
10.580,261.002,0.940186
10.600,260.875,0.921741
10.620,261.702,0.960743
10.640,261.827,0.959986
10.660,261.703,0.955830
10.680,261.560,0.956388
10.700,261.742,0.956813
10.720,261.290,0.949579
10.740,261.533,0.956088
10.760,261.488,0.956057
10.780,261.231,0.948539
10.800,260.968,0.942535
10.820,261.094,0.944873
10.840,261.364,0.951910
10.860,261.168,0.946785
10.880,261.272,0.946317
10.900,261.563,0.957222
10.920,261.557,0.957917
10.940,261.699,0.957066
10.960,261.491,0.957214
10.980,261.451,0.956334
11.000,261.669,0.957751
11.020,261.836,0.963791
11.040,261.414,0.955098
11.060,261.520,0.955307
11.080,261.630,0.958899
11.100,261.555,0.957184
11.120,261.437,0.953855
11.140,261.360,0.949304
11.160,261.598,0.956757
11.180,261.473,0.952398
11.200,261.510,0.955586
11.220,261.374,0.949188
11.240,261.261,0.948120
11.260,261.242,0.946180
11.280,261.187,0.943711
11.300,261.199,0.942647
11.320,261.478,0.946391
11.340,261.426,0.948707
11.360,261.301,0.944317
11.380,261.242,0.944470
11.400,261.321,0.945835
11.420,261.236,0.946711
11.440,261.118,0.941588
11.460,261.466,0.953248
11.480,261.295,0.948419
11.500,261.214,0.945828
11.520,261.254,0.947057
11.540,261.392,0.950866
11.560,261.294,0.947227
11.580,261.294,0.946103
11.600,261.457,0.953726
11.620,261.319,0.951112
11.640,261.236,0.950644
11.660,261.122,0.944257
11.680,261.266,0.952648
11.700,261.204,0.947020
11.720,261.385,0.952820
11.740,261.250,0.944898
11.760,261.077,0.940172
11.780,261.180,0.944129
11.800,261.102,0.941674
11.820,261.141,0.942698
11.840,261.098,0.944078
11.860,261.138,0.946714
11.880,261.092,0.944349
11.900,261.252,0.947399
11.920,261.191,0.943460
11.940,261.150,0.942695
11.960,261.230,0.945584
11.980,261.397,0.949893
12.000,261.349,0.949969
12.020,261.245,0.948493
12.040,261.250,0.950970
12.060,261.174,0.949372
12.080,261.475,0.956269
12.100,261.229,0.950612
