time,frequency,confidence
33.440,261.183,0.947660
33.480,261.221,0.949547
33.520,261.271,0.948485
33.560,261.338,0.949426
33.600,261.149,0.945549
33.640,261.256,0.951947
33.680,261.194,0.948717
33.720,261.249,0.948800
33.760,261.305,0.948620
33.800,261.255,0.946621
33.840,261.082,0.943833
33.880,261.227,0.947518
33.920,261.169,0.945621
33.960,261.303,0.948174
34.000,261.274,0.947869
34.040,261.243,0.951130
34.080,261.198,0.951022
34.120,261.230,0.949905
34.160,261.377,0.952888
34.200,261.274,0.949130
34.240,261.357,0.952348
34.280,261.112,0.944317
34.320,261.235,0.947230
34.360,261.190,0.942775
34.400,261.251,0.946025
34.440,261.230,0.947641
34.480,261.235,0.949468
34.520,261.215,0.950008
34.560,261.388,0.952578
34.600,261.270,0.949642
34.640,261.200,0.948134
34.680,261.373,0.953708
34.720,261.136,0.946595
34.760,261.290,0.949329
34.800,261.142,0.940951
34.840,261.293,0.946790
34.880,261.336,0.947700
34.920,261.042,0.942041
34.960,261.268,0.949194
35.000,261.364,0.951594
35.040,261.235,0.947388
35.080,261.363,0.953132
35.120,261.305,0.952301
35.160,261.349,0.952529
35.200,261.297,0.947444
35.240,261.198,0.943575
35.280,261.215,0.943189
35.320,261.162,0.944841
35.360,260.994,0.940293
35.400,261.192,0.948092
35.440,261.468,0.954082
35.480,261.184,0.948880
35.520,261.032,0.943503
35.560,261.519,0.948749
35.600,261.378,0.938946
35.640,261.524,0.942046
35.680,261.332,0.934231
35.720,261.436,0.939518
35.760,261.126,0.930539
35.800,261.318,0.928517
35.840,261.448,0.934609
35.880,261.358,0.921638
35.920,262.057,0.931921
35.960,261.578,0.918471
36.000,258.972,0.469030
